uniqueID,name,parent,shape,colour,definition,courses,concepts
1067,Noble Gasses,1060,,o,Group 8 in the periodic table that have a complete valence shell.,"MSE245, MSE244","1060, 1052"
1068,Transition Metals,1060,,o,The metallic elements that serve as a bridge between the two sides of the periodic table.,"MSE245, MSE244","1952, 1954, 1060, 1052"
1069,Atomic Structure Models,1050,,g,Physical representations of our understanding of the structure of an atom.,"MSE245, MSE244","1428, 1050, 1070, 1071, 1072, 1073"
1070,Bohr-Rutherford Diagram,1069,,o,A simple atomic model that shows the number of electrons in each shell of an atom.,"MSE245, MSE244","1069, 1080"
1071,Plum Pudding,1069,,o,A model that depicts the electrons surrounded by a volume of positive charge.,"MSE245, MSE244","1056, 1069, 1080"
1072,Dalton,1069,,o,Atomic theory that states all matter is composed of atoms which are indivisible.,"MSE245, MSE244","1069, 1050"
1073,Schrodinger,1069,,o,A model that formulated a wave equation that accurately calculated the energy levels of electrons in atoms.,"MSE245, MSE244","1069, 1098"
1074,Atomic Number,1050,d,v,The number of protons in the nucleus of the atom.,"MSE245, MSE244, MSE219, MSE217, MSE218","1052, 1077, 1076, 1600, 1459, 1079"
1075,Atomic Mass,1050,d,v,The mass of an atom equivalent to the number of protons and neutrons in an atom.,"MSE245, MSE244, MSE219, MSE217, MSE218","1077, 1078, 1079, 1050, 1458"
1076,Nucleus,1050,,r,A region consisting of protons and neutrons at the center of an atom.,"MSE245, MSE244, MSE219, MSE217, MSE218","1052, 1058, 1074, 1050, 1459, 1086"
1077,Protons,1076,,r,A positively charged particle of matter found in the nucleus of an atom.,"MSE245, MSE244, MSE219, MSE217, MSE218","1077, 1052, 1074, 1075, 1050, 1076, 1458, 1139, 1077, 1131, 1132"
1078,Neutrons,1076,,r,An uncharged elementary particle in the nucleus of an atom.,"MSE245, MSE244","1075, 1050, 1076, 1458"
1079,Isotope,1050,d,v,Species that have the same atomic number but different mass numbers.,"MSE245, MSE244, MSE217, MSE218","1075, 1600, 1074"
1080,Electron,1050,,r,A particle with a negative charge that is found in an atom.,"MSE245, MSE244, MSE219, MSE217, MSE218","1928, 1962, 1964, 1054, 1055, 1056, 1057, 1076, 1070, 1071, 1458, 1088, 1135, 1118, 1119"
1081,Chemical State,1050,d,v,"The arrangement of atoms, ions, and molecules in a substance, as well as physical state. (liquid, solid, gas or plasma)","MSE245, MSE244, MSE218","1442, 1444, 1144"
1082,Neutral,1081,,o,"A system that has an overall net charge of zero, indicating a balance of positive and negative charges. ","MSE245, MSE244, MSE219, MSE217, MSE218","1757, 1604, 1093"
1083,Ionic,1081,,o,It refers to the positive or negative charge on an atom.,"MSE245, MSE244, MSE217, MSE218","1091, 1755, 1138"
1084,Anion ,1083,,o,A negatively charged ion.,"MSE245, MSE244, MSE217, MSE218","1092, 1955"
1085,Cation ,1083,,o,A positively charged ion.,"MSE245, MSE244, MSE217, MSE218","1056, 1092"
1086,Electron Configuration,1051,,g,It describes the location of the electron around the nucleus of an atom.,"MSE245, MSE244","1922, 1445, 1080, 1050, 1076, 1457, 1087"
1087,Rules of Configuration,1086,,b,-,"MSE245, MSE244","1445, 1086, 1102, 1103, 1104, 1105"
1088,Orbital,1086,,r,"A region of space around an atomic nucleus where electrons are likely to be found, described by their wave functions and represented by specific shapes and orientation. ","MSE245, MSE244","1922, 1445, 1058, 1080, 1106, 1107, 1089, 1105, 1100"
1089,Hybridization,1088,,g,Combining two or more atomic orbitals from the same atom to form an entirely new orbital different from its components.,"MSE245, MSE244","1931, 1445, 1106, 1050, 1088"
1090,VSEPR,1089,,b,A model used to predict 3D molecular geometry based on the number of valence shell electron bond pairs among atoms.,"MSE245, MSE244","1060, 1109"
1091,Polarity,1096,,v,A property of chemical bond that describes the distribution of electrical charge over the atoms.,"MSE245, MSE244","1941, 1944, 1945, 1083"
1092,Polar ,1092,d,o,It refers to a chemical bond with an uneven distribution of electrical charge. ,"MSE245, MSE244","1084, 1085"
1093,Non-Polar,1092,,o,"It refers to a chemical bond in which the distribution of electrical charge is equal, resulting in a neutral overall charge.","MSE245, MSE244",1082
1094,Lone Pairs,1096,d,v,Pairs of valence electrons in an atom that are not involved in bonding with other atoms and occupy specific orbitals.  ,"MSE245, MSE244","1928, 1435"
1095,Angles,1096,d,v,"The geometric measure between bonds that connect atoms in a molecule, which are determined by the arrangement of electron pairs around the central atom. ","MSE245, MSE244","1080, 1096"
1096,VSEPR Geometries,1090,,r,It considers the repulsion between electron pairs around the central atom and provides geometrical arrangements. ,"MSE245, MSE244","1445, 1120, 1121, 1122, 1123, 1124, 1099"
1097,Quantum Number,1051,,v,It refers to the position and energy of the electron in an atom.,"MSE245, MSE244","1445, 1080, 1050"
1098,Principle (n),1097,d,o,The size of the orbital and the energy level an electron is placed in.,"MSE245, MSE244","1073, 1097"
1099,Angular Momentum (l),1097,d,o,It describes the shape of the orbital.,"MSE245, MSE244","1096, 1097"
1100,Magnetic Quantum Number (m),1097,d,o,It describes the energy levels in a subshell.,"MSE245, MSE244","1088, 1097"
1101,Spin (S),1097,d,o,It describes the spin on the electron.,"MSE245, MSE244","1080, 1097"
1102,Heisenberg Principle,1087,,o,"It states that there is a limit to the precision with which certain pairs of physical properties, such as position and momentum, can be simultaneously known or measured.",,1087
1103,Pauli Exclusion Principle,1087,,o,It states that no two electrons in the same atom can have identical values for all four of their quantum numbers.,"MSE245, MSE244","1087, 1097, 1080"
1104,Aufbau Principle,1087,,o,Electrons fill lower-energy atomic orbitals before filling higher-energy ones.,"MSE245, MSE244","1087, 1106"
1105,Hund's Rule,1087,,o,Every orbital in a sublevel is singly occupied before any orbital is doubly occupied.,"MSE245, MSE244","1087, 1088"
1106,Atomic Orbital,1088,,o,It describes the position and wavelike behaviour of an electron in an atom.,"MSE245, MSE244","1088, 1089, 1112, 1113, 1114, 1115, 1104"
1107,Molecular Orbital,1088,,o,"Linear combinations of atomic orbitals, which represent the distribution of electrons over two or more atoms.","MSE245, MSE244","1922, 1924, 1088"
1108,Bonding Orbital,1107,,r,A molecular orbital formed by in-phase overlap of atomic orbitals.,"MSE245, MSE244","1922, 1924, 1106"
1109,Bonds,1108,,g,Types of molecular orbitals formed during the combination of atomic orbitals in a chemical bond.,"MSE245, MSE244","1922, 1924, 1926, 1928, 1090"
1110,Anti-Bonding,1109,,o,The molecular orbital formed by the destructive overlapping of atomic orbitals.,"MSE245, MSE244","1922, 1924, 1106"
1111,Bonding,1109,,o,The molecular orbital formed by the constructive overlapping of atomic orbitals.,"MSE245, MSE244","1922, 1924, 1109, 1106"
1112,S-orbital,1106,,o,An atomic orbital that has the affinity to accommodate up to 2 electrons.,"MSE245, MSE244",1106
1113,P-orbital,1106,,o,An atomic orbital that has the affinity to accommodate up to 6 electrons.,"MSE245, MSE244",1106
1114,D-orbital,1106,,o,An atomic orbital that has the affinity to accommodate up to 10 electrons.,"MSE245, MSE244","1952, 1106"
1115,F-orbital,1106,,o,An atomic orbital that has the affinity to accommodate up to 14 electrons.,"MSE245, MSE244","1924, 1106"
1116,Bond Order,1109,d,v,"Number of chemical bonds between two atoms in a molecule, indicating the strength and stability of the bond. ","MSE245, MSE244","1927, 1109, 1050"
1117,Magnetic Behaviour,1116,d,p,The properties of compounds indicating their affects on a magnetic field.,"MSE245, MSE244, MSE218","1450, 1451, 1452, 1453, 1445"
1118,Paramagnetic,1117,,o,A property of compounds with one or more unpaired electrons that results in a substance being drawn into an applied magnetic field.,"MSE245, MSE244, MSE218","1117, 1080, 1445"
1119,Diamagnetic,1117,,o,An induced property of all compounds that results in the substance being repelled by a magnetic field.,"MSE245, MSE244, MSE218","1117, 1080, 1445"
1120,Linear,1096,,o,It refers to a molecular geometry where the atoms are arranged in a straight line.,"MSE245, MSE244",1096
1121,Trigonal Planar,1096,,o,"It refers to a molecular geometry where three atoms or groups are arranged in a flat, triangular shape around a central atom.","MSE245, MSE244",1096
1122,Tetrahedral,1096,,o,It refers to a molecular geometry where four atoms or groups arranged in a three dimensional shape resembling a pyramid with a triangular base. ,"MSE245, MSE244",1096
1123,Trigonal Bipyramidal,1096,,o,It refers to a molecular geometry where five atoms or groups are arranged in a three dimensional shape resembling two intersecting triangles.,"MSE245, MSE244",1096
1124,Octahedral,1096,,o,It refers to a molecular geometry where six atoms or groups are arranged around a central atoms in a three dimensional shape resembling a regular octahedron.,"MSE245, MSE244",1096
1125,Acid / Base,1049,,g,Fundamental concepts in chemistry that describe two distinct types of substances based on their behaviour in chemical reactions.,"MSE245, MSE244","1140, 1139, 1137"
1126,pH Level,1125,d,v,A measurement scale from 0 to 14 that indicates the acidity or alkalinity of a substance. ,"MSE245, MSE244",1140
1127,Basic,1126,,o,"A substance that has a tendency to accept protons (H+ ions) or donate pairs of electrons, and has a pH greater than 7 on the pH scale.","MSE245, MSE244","1143, 1080, 1132"
1128,Neutral,1126,,o,"A substance that is neither acidic nor basic, having a pH value of 7 on the pH scale. The concentration of H+ ions is equal to the concentration of OH- ions, resulting in a balanced or equal acidic and basic behavior. ","MSE245, MSE244",1126
1129,Acidic,1126,,o,"A substance that has a tendency to donate protons (H+ ions) or accept pairs of electrons, and has a pH less than 7 on the pH scale.","MSE245, MSE244","1080, 1131"
1130,Strength of Acidity / Basicity,1125,,v,-,"MSE245, MSE244",1142
1131,Strong Acid,1130,,o,"An acid that completely ionizes or dissociates in water, resulting in a high concentration of hydrogen ions. It is a substance that readily donates protons in a chemical reaction.","MSE245, MSE244","1940, 1077, 1129"
1132,Strong Base,1130,,o,"A bases that completely ionizes or dissociates in water, resulting in a high concentration of hydroxide ions. It is a substance that readily accepts protons in a chemical reaction.","MSE245, MSE244","1934, 1940, 1077, 1127"
1133,Theorems of Acids and Bases,1125,,b,-,"MSE245, MSE244","1134, 1135, 1136"
1134,Arrhenius,1133,,o,A theory that defines acids as substances that ionize in water to produce hydrogen ions and bases as substances that ionize in water to produce hydroxide ions.,"MSE245, MSE244","1133, 1144"
1135,Lewis,1133,,o,A theory that defines acid as substances that accept pairs of electrons and bases as substances that donate pairs of electrons. ,"MSE245, MSE244","1926, 1133, 1080"
1136,Bronsted,1133,,o,A theory that defines acids as substances that donates protons and bases as substances that accept protons. ,"MSE245, MSE244","1133, 1077"
1137,Acid / Base Reaction,1125,,g,It occurs when an acid reacts with a base to form a salt and water. The reaction involves the transfer of protons from acid to the base.,"MSE245, MSE244, MSE217","2008, 2007, 1125, 1138, 1139, 1140, 1611"
1138,Dissociation,1137,,r,The process in which a compound breaks apart into its constituents' ions when dissolved in a solvent. ,"MSE245, MSE244","1083, 1137"
1139,Conjungate Acid Base Pairing,1137,,r,"A relationship between an acid and its corresponding base, vice versa. In this pairing, the acid and base are related by the gain or loss of a proton. ","MSE245, MSE244","1077, 1125, 1137"
1140,Buffers,1137,,r,It refers to a solution that is capable of resisting changes in pH when small amounts of acid or base are added to it.,"MSE245, MSE244","1126, 1125, 1137"
1141,Equilibrium Constants,1137,,r,A quantitative measure that describes the extent of a chemical reaction at equilibrium. It provides information about the relative concentrations of reactants and products in a chemical reaction once equilibrium has reached.,"MSE245, MSE244","1142, 1143, 1144"
1142,Equilibrium Constants of Acid,1141,,o,A measure of strength of an acid in terms of its ability to donate protons in a chemical reaction.,"MSE245, MSE244","1141, 1129"
1143,Equilibrium Constants of Base,1141,,o,A measure of the strength of a vase on terms of its ability to accept protons in a chemical reaction.,"MSE245, MSE244","1141, 1127"
1144,Equilibrium Constants of Water,1141,,o,It refers to the state of equilibrium that exists in our water. ,"MSE245, MSE244","1141, 1081, 1134"
1200,Thermodynamics: MSE202,2,,g,,MSE202,
1201,0th Law of Thermodynamics,1205,,o,"If A is in thermal equilibrium with B, and B is in thermal equilibriium with C, then C will be in thermal equilibrium with A.  (Temperature is defined)","MSE217, MSE218, MSE202","1205, 1620, 1471, 1282"
1202,1st Law of Thermodynamics,1205,,o,"Energy is a property of the universe, which cannot change no matter what processes occur. (Energy is conserved)","MSE217, MSE218, MSE202","1205, 1280, 1278"
1203,2nd Law of Thermodynamics,1205,,o,"Entropy is a property of the universe, which always changes in the same direction no matter what processed occur.  (Entropy is created)","MSE217, MSE218, MSE202","1205, 1228, 1278, 1288"
1204,3rd Law of Thermodynamics,1205,,o,"There exists a lower limit to the temperature that can be attained by matter, called the absolute zero of temperature, and entropy of all substances is the same at that temperature. (Temperature has a zero)","MSE217, MSE218, MSE202","1205, 1228, 1283, 1282, 1288, 1286"
1205,Laws of Thermodynamics,1200,,b,-,"MSE217, MSE218, MSE202","1201, 1202, 1203, 1204"
1206,Graphing Techniques,1200,,g,-,"MSE217, MSE218, MSE202, MSE238, MAT294",39
1207,Phase Diagram,1206,,o,"Diagrams that show regions of stable solids, liquids, and gases. ","MSE217, MSE218, MSE202","1206, 1784, 1401, 1444, 1208, 1209, 1210, 1237, 1238, 1249"
1208,Lever Rule,1207,,b,"A formula used to determine the mole fraction ($* x_i $) or the mass fraction ($* w_i $) of each phase within a binary equilibrium phase diagram. In a system with two phases, $* \alpha ~ \text{and} ~ \beta $, the associated lever rule equation for the mass fraction of phase $* \alpha $ is as follows: $# w_\alpha = \frac{w_B -w_B^{\beta}}{w_B^\alpha-w_B^{\beta}} $","MSE217, MSE218, MSE202","1207, 1784, 1400"
1209,Gibbs Phase Rule,1207,,b,Describes the number of conditions (degrees of freedoms) necessary to define thermodynamic equilibrium. (f = c - p + 2) ,"MSE217, MSE218, MSE202, MSE244","1207, 1218, 1229, 1224"
1210,Clausius-Clapeyron,1207,,b,Equations which define the curve(s) which separate the domains of a two-phase equilibrium. $# \frac{dP}{dT}=\frac{\Delta S}{\Delta V} $,MSE202,"1207, 1211, 1212"
1211,Sublimination Equation,1210,,o,A Classius-Clapeyron equation used for vaporization and sublimation curves. $# ln(\frac{P}{P_o})=-\frac{\Delta H}{R}(\frac{1}{T}-\frac{1}{T_o}) $,MSE202,1210
1212,Evaporation Equation,1210,,o,A Classius-Clapeyron equation used for evaporation reactions. $# P-P_o=\frac{\Delta H}{\Delta V}(\frac{T-T_o}{T}) $,MSE202,1210
1213,Ellingham Diagrams,1206,,o,A graph that plots the standard state of Gibbs Free Energy vs. Temperature of oxidation reactions.,"MSE218, MSE202","1206, 1435, 1214, 1222, 1218, 1229, 1285, 1230, 1223, 1226, 1282"
1214,Axis,1213,,r,The number line which denotes a set of values from which data is analyzed.,"MSE218, MSE219, MSE202, MAT294","1213, 1215, 1216"
1215,Main Axis,1214,,o,The main set of axes in a phase diagram; typically displays the relationship between pressure and temperature.,"MSE218, MSE217, MSE202, MAT294","1214, 1281"
1216,Envelopes,1214,,,"Alternate sets of axes showing various potentials (i.e. H2/H2O, CO/CO2, PO2)","MSE218, MSE202, MSE244","1214, 1282"
1217,Temperature Axis,1215,,o,An axis showing a system's changes as temperature changes.,"MSE218, MSE202, MSE244","1215, 1282"
1218,Absolute Value of Gibbs Free Energy Axis,1215,,o,An axis depicting a system's changes as is described by the following equation: $*\Delta G(abs)=RTlnP_O2$,"MSE217, MSE218, MSE202, MSE244","1209, 1213, 1215"
1219,H2 / H2O Envelope,1216,,o,An alternate set of axes that depicts a redox reaction's ratio of $*H_2$ to $*H_2O$,"MSE218, MSE202, MSE244",1216
1220,CO / CO2 Envelope,1216,,o,An alternate set of axes that depicts a redox reaction's ratio of $*CO$ to $*CO_2$,"MSE218, MSE202, MSE244",1216
1221,PO2 Envelope,1216,,o,An alternate set of axes that shows the partial pressure of oxygen present in a redox reaction. ,"MSE218, MSE202, MSE244","1216, 1281"
1222,Redox Curves,1213,,r,The individual lines on an Ellingham Diagram which represent reduction-oxidation reactions in various oxides. ,"MSE218, MSE202, MSE244","1213, 1223, 1224, 1225, 1226, 1438"
1223,Intercepts,1222,d,v,The points at which two or more redox curves attain the same value on the Ellingham Diagram. ,"MSE218, MSE202, MSE244","1222, 1213"
1224,Slope,1222,d,v,The rate at which the absolute value of Gibbs Free Energy increases as temperature increases. ,"MSE218, MSE217, MSE202, MAT294","1209, 1222, 1282, 1229"
1225,Proximity to Delta G = Zero,1222,d,v,"As redox reactions approach $*\Delta G(abs) = 0$, the products are said to be more stable. ","MSE218, MSE202, MSE244",1222
1226,Points of State Change,1222,,v,Denoted as M and B on Ellingham Diagrams; are the points along a redox reaction where an element or an oxide has a melting or boiling point respectively. ,"MSE218, MSE202, MSE244, MSE217","1222, 1213, 1231, 1232"
1227,Enthalpy,1223,,p,The internal energy of the system added with the product of pressure and volume.,"MSE217, MSE218, MSE202, MSE244","1301, 1289, 1229, 1285, 1287"
1228,Entropy,1224,,p,The degree of disorder or randomness seen in a thermodynamic system. ,"MSE217, MSE218, MSE202, MSE244","1203, 1204, 1288, 1285, 1286"
1229,Gibbs Free Energy,1223,,p,"The absolute temperature (in Kelvin) of a system multiplied by the change in entropy, all subtracted from the change in enthalpy. ","MSE217, MSE218, MSE202, MSE244","1255, 1256, 1209, 1213, 1224, 1223, 1227"
1230,Stability of Oxidation Reactions,1225,,p,"Each point on a line of an Ellingham Diagram's curve is said to be at equilibrium, meaning that reading off the coordinates of a point on a line gives a value of Gibbs Free Energy, and Temperature where the system is stable.","MSE218, MSE202","1213, 1435, 1282, 1207"
1231,Melting Point,1226,,o,The point at which an element or a compound experiences a phase change from solid to liquid. ,"MSE202, MSE218, MSE245","1226, 1282, 2073"
1232,Boiling Point,1226,,o,The point at which an element or a compound experiences a phase change from liquid to gas. ,"MSE202, MSE218","1226, 1282"
1233,Melting Point of Element,1231,,o,The point at which an element experiences a phase change from solid to liquid. ,"MSE202, MSE218, MSE244","1231, 1051, 1400"
1234,Melting Point of Oxide,1231,,o,The point at which an oxide experiences a phase change from solid to liquid.  ,"MSE202, MSE218","1231, 1400"
1235,Boiling Point of Element,1232,,o,The point at which an element experiences a phase change from liquid to gas. ,"MSE202, MSE218, MSE244","1232, 1051, 1400"
1236,Boiling Point of Oxide,1232,,o,The point at which an oxide experiences a phase change from liquid to gas.  ,"MSE202, MSE218","1232, 1400"
1237,Unary Phase Diagrams,1207,,o,A phase diagram that plots Temperature vs. Pressure of a single substance. ,"MSE202, MSE218, MSE217","1207, 1784, 1400, 1281, 1282"
1238,Binary Phase Diagrams,1207,,o,A graph that plots the two substances composition against temperature. ,"MSE202, MSE218, MSE217","1207, 1784, 1400, 1282, 1241, 1242"
1239,Solidus Lines,1237,,r,A line on a phase diagram under which only solids are present. ,"MSE202, MSE218","1237, 1446, 1207, 1444"
1240,Liquidus Lines,1237,,r,A line on a phase diagram that represents the boundary between a two phase areas (solid and liquid) along with a single liquid phase. ,"MSE202, MSE218","1237, 1447, 1446, 1207, 1444"
1241,Boundary Intersection,1238,,r,The points at which two or more boundaries intersect within a phase diagram. ,"MSE217, MSE218, MSE202","1238, 1207, 1444"
1242,Boundaries,1238,,r,A line or point between two or more phases in a phase diagram.,"MSE217, MSE218, MSE202","1238, 1207, 1444"
1243,Boundary Intersection Points,1242,d,v,A point in which three or more phases come together. ,"MSE217, MSE218, MSE202","1242, 1207, 1444"
1244,Eutectic Points,1243,,o,A point on a phase diagram where a solid A transforms to two solid phases B and C. ,"MSE202, MSE218","1243, 1207 1446, 1444"
1245,Eutectoid Points,1243,,o,A point on a phase diagram where one solid phase transforms into to other different solid phases,"MSE202, MSE218","1243, 1207, 1446, 1444"
1246,Peritectic Points,1243,,o,A point on a phase diagram where a liquid A and one solid phase B transform into another solid phase C.,"MSE202, MSE218","1243, 1446, 1447, 1207, 1444"
1247,Peritectoid Points,1243,,o,A point on a phase diagram where two solid phases transform to a new phase. ,"MSE202, MSE218","1243, 1207, 1447, 1444"
1248,Non Specific Boundary Point,1243,,o,A point along a boundary curve that is not said to hold any special meaning. ,"MSE217, MSE202",1243
1249,Microstructure,1207,,r,The physical appearance of a phase within a region of a phase diagram. ,"MSE217, MSE202, MSE219, MSE218","1443, 1207, 1444"
1250,Microconstituents,1249,,r,The various forms of a material that make up a microstructure. ,"MSE217, MSE202",1249
1251,Thermodynamic Systems,1200,,g,"A system in which there exists a body of matter that is separate from its surroundings, and can be analyzed using the Laws of Thermodynamics. ",MSE202,"1268, 1200"
1252,Characteristics of Thermodynamic Systems,1251,,v,Features of thermodynamic systems that vary from instance to instance. ,MSE202,1251
1253,Process Characteristics,1252,,o,Observations that are made about changes in a system.,MSE202,1252
1254,Nature of Process,1253,,o,The kinds of processes that are taking place. ,MSE202,1253
1255,Exothermic,1254,,o,A thermodynamic process where heat is released.,"MSE244, MSE245, MSE202, MSE217, MSE218","1229, 1958"
1256,Endothermic,1254,,o,A thermodynamic process where heat is absorbed.,"MSE244, MSE245, MSE202, MSE217, MSE218",1229
1257,Reversibility ,1253,,o,A process in thermodynamics where each infinitesimally small change to a system (i.e. change of location of atoms) can be replicated and reversed. ,"MSE217, MSE218, MSE244, MSE202","1253, 1258, 1259, 1784, 1426"
1258,Reversible ,1257,,o,Processes that show the ability to have reversible changes to their system. ,"MSE217, MSE218, MSE244, MSE202",1257
1259,Irreversible,1257,,o,Processes that do not show the ability to have reversible changes to their system.,"MSE217, MSE218, MSE244, MSE202",1257
1260,Systems Characteristics,1252,,o,,MSE202,"1276, 1277"
1261,Number of Atoms,1260,,o,The number of different species of matter that are interacting within the thermodynamic system. ,"MSE202, MSE244","1260, 1050, 1262, 1263, 1264, 1251"
1262,Unary,1261,,o,A thermodynamic system where there exists only one species.,MSE202,"1261, 1251"
1263,Multi-Component,1261,,o,A thermodynamic system where there exists more than one species.,MSE202,"1261, 1251"
1264,System Conditions,1260,,o,The manner in which the system is interacting with its surroundings.,MSE202,"1260, 1265, 1266"
1265,Open,1264,,o,The collection of matter within the thermodynamic universe in which we are interested in.,MSE202,1264
1266,Closed,1264,,o,Heat energy but not matter are allowed to be transferred between the system and its surroundings. ,MSE202,"1304, 1291, 1264"
1267,Isolated,1264,,o,Neither heat energy or matter are allowed to be transferred between the system and its surroundings. ,MSE202,"1304, 1291, 1251"
1268,Reactivity,1260,,o,The likelihood of a thermodynamic system undergoing a chemical reaction.,"MSE217, MSE218, MSE244, MSE202","1260, 1269, 1270, 1251, 1615"
1269,Reacting,1268,,o,The components in a thermodynamic system undergo a chemical reaction. ,"MSE217, MSE218, MSE244, MSE202 ","1268, 1251, 1615"
1270,Non-Reacting,1268,,o,The components in a thermodynamic system do not undergo a chemical reaction. ,"MSE217, MSE218, MSE244, MSE202","1268, 1251, 1615"
1271,Phase,1260,,o,A region of matter in which the physical properties are uniform. ,"MSE217, MSE218, MSE202","1272, 1273"
1272,Heterogenous,1271,,o,A region of matter in which the physical properties are uniform or exhibit small changes in make-up over periods of space. ,"MSE217, MSE218, MSE202, MSE222","1613, 1271"
1273,Homogenous,1271,,o,A region of matter in which the physical properties are not uniform and exhibit sharp changes in make-up. ,"MSE217, MSE218, MSE202, MSE222","1612, 1271"
1274,Variables of Thermodynamic Systems,1251,,r,-,,"1251, 1278, 1290, 1275"
1275,Dependence on Matter,1274,d,v,-,,"1276, 1277, 1274"
1276,Intensive,1275,,o,Value at a point in the system (independent of the size of the system),"MSE244, MSE245, MSE202","1275, 1260"
1277,Extensive,1275,,o,When the variable depends on the size or extent of the system.,"MSE244, MSE245, MSE202","1275, 1260"
1278,State Variables,1274,,o,A property of a system depends on the current conditions of the system and not upon how the system arrived at that condition.,"MSE244, MSE245, MSE202","1274, 1278, 1284"
1279,Independent State Variables,1278,,o,A state variable that does not depend on other variables that are being measured. ,"MSE244, MSE245, MSE202","1280, 1281, 1282, 1278"
1280,Internal Energy,1279,,o,"The sum of the system's kinetic and potential energy. At equilibrium, internal energy is said to be at a minimum. ","MSE217, MSE218, MSE219, MSE244, MSE245, MSE202","1202, 1304, 1647, 1287, 1286, 1279"
1281,Pressure,1279,,o,A force (internal or external) that is constantly exerted on a substance. Inverse relationship with volume. ,"MSE217, MSE218, MSE219, MSE244, MSE245, MSE222","1302, 1297, 1289, 1288, 1287, 1279"
1282,Temperature,1279,,o,The degree or presence of heat in a substance. It is often used as a measure of the tendency of an object to spontaneously give up energy to its surroundings (as temperature wants to maintain an equilibrium).,"MSE217, MSE218, MSE219, MSE244, MSE245, MSE222","1204, 1201, 1303, 1279, 1678, 1283, 1217"
1283,Absolute Temperature,1282,,o,"The measure of temperature from absolute zero, often expressed in SI units of Kelvin (absolute zero = -273 degrees Celsius = 0 degrees Kelvin). ","MSE217, MSE218, MSE219, MSE244, MSE245, MSE222","1204, 1678, 1282"
1284,Dependent State Variables,1278,,o,A state variable that does depend on other variables that are being measured.,"MSE217, MSE218, MSE219, MSE244, MSE245, MSE222","1285, 1286, 1287, 1288, 1289"
1285,Gibbs Free Energy,1284,,o,"The absolute temperature (in Kelvin) of a system multiplied by the change in entropy, all subtracted from the change in enthalpy. ","MSE217, MSE218, MSE244, MSE202","1460, 1284, 1213, 1227, 1228"
1286,Helmholtz,1284,,o,"The absolute temperature (in Kelvin) of a system multiplied by the change in entropy, all subtracted from the internal energy of the system. ","MSE217, MSE218, MSE222","1288, 1284, 1204, 1281, 1288, 1228"
1287,Enthalpy,1284,,o,"A thermodynamic quantity measuring the total heat content of a system. It is given by the following: $* H = E + PV* where H is enthalpy, P is pressure, V is volume and E is internal energy. ","MSE217, MSE244, MSE218, MSE202","1281, 1280, 1289, 1284, 1454"
1288,Entropy,1284,,o,The degree of disorder or randomness within a thermodynamic system. ,"MSE217, MSE244, MSE218, MSE202","1460, 1294, 1295, 1285, 1203, 1204, 1284, 1228"
1289,Volume,1284,,o,The amount of real space that a substance occupies. ,"MSE217, MSE218, MSE202","1300, 1298, 1285, 1227, 1281, 1286, 1284, 1286, 1300, 1305"
1290,Path Variables,1274,,o,The values for a process variable depend explicitly upon the path.,"MSE217, MSE218, MSE202","1291, 1292, 1274"
1291,Q,1290,,o,The heat energy variable used to represent the energy transferred to a body by heating. ,"MSE217, MSE218, MSE202","1304, 1290"
1292,W,1290,,o,"The process by which a thermodynamic system interacts with its surroundings, and the related exchanges in energy.","MSE217, MSE218, MSE202",1290
1293,Experimental data,1274,,o,"Properties of the materials that are measured in laboratories, assessed and gathered into databases for application in thermodynamic calculations.",MSE202,1274
1294,Alpha,1293,,o,The volume coefficient of thermal expansion. (K^-1),MSE202,"1293, 1289"
1295,Beta,1293,,o,The volume coefficient of compression. (atm^-1),MSE202,"1293, 1289"
1296,Heat Capacity,1293,,o,The amount of heat (energy) needed to raise the temperature of a body of mass by a unit degree (1K). ,MSE202,1293
1297,Cv,1296,,o,Heat capacity at constant pressure. (J/K),MSE202,"1296, 1281"
1298,Cp,1296,,o,Heat capacity at constant volume. (J/K),MSE202,"1296, 1289"
1299,Response to Change,1251,d,v,-,MSE202,"1300, 1301, 1302, 1304, 1303, 1305, 1251"
1300,Isochoric,1299,,o,"In a thermodynamic reaction, volume remains constant. ","MSE244, MSE245, MSE202","1299, 1289"
1301,Isenthalpic,1299,,o,"In a thermodynamic reaction, enthalpy remains constant. ","MSE244, MSE245, MSE202","1299, 1227"
1302,Isobaric,1299,,o,"In a thermodynamic reaction, pressure remains constant. ","MSE244, MSE245, MSE202","1299, 1281"
1303,Isothermal,1299,,o,"In a thermodynamic reaction, temperature remains constant. ","MSE244, MSE245, MSE202","1299, 1282"
1304,Adiabatic,1299,,o,"In a thermodynamic reaction, heat energy remains constant. ","MSE244, MSE245, MSE202","1299, 1266, 1267, 1291, 1280"
1305,Isometric,1299,,o,"In a thermodynamic reaction, volume remains constant. ","MSE244, MSE245, MSE202","1299, 1289"
1400,Phase Transformations System: MSE218,4,,g,,MSE218,
1401,Investigative Techniques of Measuring Phase Transformations,1400,,g,Analytical methods used to quantify and study changes in the phase or state of a material as it undergoes a transition from one phase to another. ,"MSE218, MSE202","1402, 1403, 1404, 1405, 1207"
